ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
85610,Female,10,Returning,Personal,Economy,259,0,0,2,0,4,0,3,4,5,4,5,5,3,3,5,4,Neutral or Dissatisfied
125927,Female,11,Returning,Personal,Economy,993,0,0,5,3,5,3,2,5,3,2,3,3,5,3,3,4,Neutral or Dissatisfied
13364,Female,65,Returning,Personal,Economy,946,68,64,5,1,3,4,3,5,5,1,2,3,5,1,5,1,Neutral or Dissatisfied
1632,Male,27,Returning,Personal,Economy,999,5,0,3,5,1,5,3,4,5,1,4,4,3,5,4,5,Satisfied
56402,Male,49,First-time,Business,Business,719,16,20,5,5,3,5,3,3,2,4,2,2,5,5,2,4,Satisfied
28890,Male,37,Returning,Business,Economy,937,15,4,1,1,1,4,1,1,4,4,4,4,2,4,4,1,Satisfied
104473,Female,25,First-time,Business,Business,1671,4,10,5,3,4,3,3,4,5,5,5,5,4,4,5,5,Neutral or Dissatisfied
56799,Female,36,Returning,Business,Business,1605,5,0,4,4,5,5,4,4,4,3,3,2,4,4,4,4,Satisfied
16886,Female,45,First-time,Business,Economy,746,0,0,2,2,5,2,1,3,4,1,4,4,2,2,4,5,Neutral or Dissatisfied
128821,Male,47,Returning,Business,Economy,2586,0,0,4,4,2,2,4,4,2,3,2,2,2,2,4,4,Neutral or Dissatisfied
119122,Male,67,Returning,Personal,Economy,1020,0,0,1,1,1,1,2,1,5,3,5,5,3,2,5,2,Neutral or Dissatisfied
20864,Male,43,Returning,Personal,Economy,508,0,0,5,2,4,2,3,4,2,4,2,2,4,2,2,4,Neutral or Dissatisfied
52158,Female,12,Returning,Business,Business,2629,0,0,3,4,1,2,3,3,2,4,2,2,5,3,2,5,Satisfied
54786,Male,27,Returning,Business,Business,862,0,0,4,3,4,4,3,5,4,4,4,4,4,3,4,4,Satisfied
965,Male,27,First-time,Business,Business,140,0,0,1,1,1,1,4,3,3,4,3,3,3,2,3,3,Neutral or Dissatisfied
68549,Female,36,Returning,Personal,Economy,1013,0,0,2,5,4,5,3,1,5,1,5,5,4,4,5,3,Neutral or Dissatisfied
37343,Female,26,Returning,Business,Economy,1011,0,0,5,5,3,4,5,5,3,3,4,4,4,4,4,4,Satisfied
25040,Male,70,Returning,Business,Economy Plus,907,0,0,2,2,1,3,2,2,3,1,3,3,4,3,3,3,Neutral or Dissatisfied
69275,Female,59,Returning,Personal,Economy,733,0,0,4,3,2,4,3,4,4,3,3,4,4,3,4,4,Neutral or Dissatisfied
